Collection ID,Form ID,State,Year,Serial_agar_dilution for creating the model  (N= 20),Field,County,hyphal_tip (ht),DNA Extraction,Location of field,Size of field (acres),Percentage Affected,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Products,Timing,Pre-2015 Fungicides,Number of Years,Products: Soybean,Timing: Soybean,Notes,Apparently low sensitiviy
,Sc15-Ingham-05,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-06,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-07,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-09,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-10,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-11,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-12,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-13,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-14,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-15,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-17,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-01,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-02,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-03,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-04,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-05,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-06,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-07,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-08,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-09,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-10,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-11,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-12,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-13,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-14,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-15,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-16,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Sandborn-17,MI,2015,No,Survey,Sandborn,No,No,"42.803 N, 84.956 W",,,,,,,,,,,,,,,
,Sc15-Allegan-01,MI,2015,No,Survey,Allegan,No,No,"42.695 N, 86.009 W",,,,,,,,,,,,,,,
,Sc15-Allegan-02,MI,2015,No,Survey,Allegan,No,No,"42.695 N, 86.009 W",,,,,,,,,,,,,,,
,Sc15-Allegan-03,MI,2015,No,Survey,Allegan,No,No,"42.695 N, 86.009 W",,,,,,,,,,,,,,,
,Sc15-Allegan-04,MI,2015,No,Survey,Allegan,No,No,"42.695 N, 86.009 W",,,,,,,,,,,,,,,
,Sc15-Allegan-05,MI,2015,No,Survey,Allegan,No,No,"42.695 N, 86.009 W",,,,,,,,,,,,,,,
,Sc15-Allegan-06,MI,2015,No,Survey,Allegan,No,No,"42.695 N, 86.009 W",,,,,,,,,,,,,,,
,Sc15-Allegan-08,MI,2015,No,Survey,Allegan,No,No,"42.695 N, 86.009 W",,,,,,,,,,,,,,,
,IA20,IA,2015,No,Survey,Benton,Yes,Yes,"42.0175743 N, 91.9907837 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA21,IA,2015,No,Survey,Benton,No,No,"42.0174446 N, 91.9913483 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA22,IA,2015,No,Survey,Benton,No,No,"42.0173649 N, 91.9914932 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA23,IA,2015,No,Survey,Benton,No,No,"42.0170670 N, 91.9926758 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA24,IA,2015,No,Survey,Benton,No,No,"42.0170212 N, 91.9928970 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA25,IA,2015,No,Survey,Benton,No,No,"42.0168343 N, 91.9929199 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA26,IA,2015,No,Survey,Benton,No,No,"42.0163231 N, 91.9939728 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA27,IA,2015,No,Survey,Benton,No,No,"42.0161972 N, 91.9933472 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA28,IA,2015,No,Survey,Benton,No,No,"42.0160561 N, 91.9928131 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA29,IA,2015,No,Survey,Benton,No,No,"42.0159569 N, 91.9917526 W",,,,,,,,Quilt Xcel 10.5 fl oz/ac; Tundra 5.0 fl oz/ac,,,,,,,
,IA30,IA,2015,No,Survey,Tama,No,No,"42.1062660 N, 92.3775940 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA31,IA,2015,No,Survey,Tama,Yes,No,"42.1062317 N, 92.3776321 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA32,IA,2015,No,Survey,Tama,Yes,No,"42.1057167 N, 92.3781662 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA33,IA,2015,No,Survey,Tama,Yes,No,"42.1053314 N, 92.3787231 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA34,IA,2015,No,Survey,Tama,No,No,"42.1047363 N, 92.3797607 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA35,IA,2015,No,Survey,Tama,No,No,"42.1043968 N, 92.3793640 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA36,IA,2015,No,Survey,Tama,No,Yes,"42.1040649 N, 92.3791351 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA37,IA,2015,No,Survey,Tama,No,No,"42.1038017N, 92.3796005 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA38,IA,2015,No,Survey,Tama,No,No,"42.1034126 N, 92.3792572 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,IA39,IA,2015,No,Survey,Tama,Yes,No,"42.1032295 N, 92.3782806 W",,,,,,,,"Contans 1 lb/ac North Half of Field (2014);1 lb/ac South Half of Field(2014);  2  Aproach 9 fl oz/ac, AsanaXL 6 fl oz/ac (2015)",,,,,,,
,Lauck-01,WI,2015,No,Survey,Grant,No,No,"42.932653N, 90.741413 W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-02,WI,2015,No,Survey,Grant,No,No,"42.932653 N, 90.741414W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-03,WI,2015,No,Survey,Grant,No,No,"42.932653 N, 90.741415 W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-04,WI,2015,No,Survey,Grant,No,No,"42.932653 N, 90.741416 W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,boscalid
,Lauck-05,WI,2015,No,Survey,Grant,No,No,"42.932653 N, 90.741417 W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-06,WI,2015,No,Survey,Grant,No,No,"42.932653 N, 90.741418 W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-07,WI,2015,No,Survey,Grant,No,No,"42.932653N, 90.741419W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-08,WI,2015,No,Survey,Grant,No,No,"42.932653 N, 90.741420 W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-09,WI,2015,No,Survey,Grant,No,No,"42.932653N, 90.741421W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Lauck-10,WI,2015,No,Survey,Grant,No,No,"42.932653 N, 90.741422W",,mild/moderate and patchy in low areas,,,,,,unknown,,,,,,,
,Cobbs WM1,WI,2015,No,Survey,Iowa,No,No,"42.594079N, 90.195874 W",,mild in patches and low areas,,,,,,,,,,,,,
,Cobbs WM 2,WI,2015,No,Survey,Iowa,No,No,"42.594079 N, 90.195875W",,mild in patches and low areas,,,,,,,,,,,,,
1255,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-01  (inventory notebook),,,,,,,,,,,,
1256,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-02  (see special notes),,,,,,,,,,,,
1257,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-03  (see special notes),,,,,,,,,,,,
1258,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-04  (see special notes),,,,,,,,,,,,
1259,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-05  (see special notes),,,,,,,,,,,,
1260,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-06  (see special notes),,,,,,,,,,,,
1261,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-07  (see special notes),,,,,,,,,,,,
1262,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-08  (see special notes),,,,,,,,,,,,
1263,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-09  (see special notes),,,,,,,,,,,,
1264,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial Sc17-016-10  (see special notes),,,,,,,,,,,,
1265,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1266,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1267,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1268,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1269,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1270,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1271,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1272,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1273,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1274,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1275,,NE,10/7/2017,No,Survey,Holt,No,No,,,,Doug Maschilot fungicide trial  unmarked packet (see special notes),,,,,,,,,,,,
1276,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-01 (see special notes),,,,,,,,,,,,
1277,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-02 (see special notes),,,,,,,,,,,,
1278,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-03 (see special notes),,,,,,,,,,,,
1279,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-04 (see special notes),,,,,,,,,,,,
1280,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-05 (see special notes),,,,,,,,,,,,
1281,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-06 (see special notes),,,,,,,,,,,,
1282,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-07 (see special notes),,,,,,,,,,,,
1283,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-08 (see special notes),,,,,,,,,,,,
1284,,NE,9/7/2017,No,Survey,Holt,No,No,,,,Johnson Brothers farm fungicide trial Sc17-035-09 (see special notes),,,,,,,,,,,,
1285,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-01 (see special notes),,,,,,,,,,,,
1286,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-02 (see special notes),,,,,,,,,,,,
1287,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-03 (see special notes),,,,,,,,,,,,
1288,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-04 (see special notes),,,,,,,,,,,,
1289,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-05 (see special notes),,,,,,,,,,,,
1290,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-06 (see special notes),,,,,,,,,,,,
1291,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-07 (see special notes),,,,,,,,,,,,
1292,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-08 (see special notes),,,,,,,,,,,,
1293,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-09 (see special notes),,,,,,,,,,,,
1294,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  Sc17-034-10 (see special notes),,,,,,,,,,,,
1295,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  unmarked packet  (see special notes),,,,,,,,,,,,
1296,,NE,2017,No,Survey,Antelope,No,No,,,,David Peike farm fungicide trial  unmarked packet  (see special notes),,,,,,,,,,,,
1297,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-01,,,,,,,,,,,,
1298,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-02,,,,,,,,,,,,
1299,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-03,,,,,,,,,,,,
1300,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-04,,,,,,,,,,,,
1301,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-05,,,,,,,,,,,,
1302,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-06,,,,,,,,,,,,
1303,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-07,,,,,,,,,,,,
1304,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-08,,,,,,,,,,,,
1305,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-09,,,,,,,,,,,,
1306,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-024-10,,,,,,,,,,,,
1307,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-01,,,,,,,,,,,,
1308,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-02,,,,,,,,,,,,
1309,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-03,,,,,,,,,,,,
1310,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-04,,,,,,,,,,,,
1311,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-05,,,,,,,,,,,,
1312,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-06,,,,,,,,,,,,
1313,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-07,,,,,,,,,,,,
1314,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-08,,,,,,,,,,,,
1315,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-09,,,,,,,,,,,,
1316,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-023-10,,,,,,,,,,,,
1317,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-01,,,,,,,,,,,,
1318,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-02,,,,,,,,,,,,
1319,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-03,,,,,,,,,,,,
1320,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-04,,,,,,,,,,,,
1321,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-05,,,,,,,,,,,,
1322,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-06,,,,,,,,,,,,
1323,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-07,,,,,,,,,,,,
1324,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-08,,,,,,,,,,,,
1325,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-09,,,,,,,,,,,,
1326,,,2017,No,Survey,,,,,,,Fungicide trial- SC17-021-10,,,,,,,,,,,,
